dlga_lord_rescue_by_replace_offer_5b:lord_rescue_by_replace_offer_6|물론, 내 {reg63? friend : lady}! 당신이 당신의 자유를 되 찾을 때 나에게 오십시오. 아마도 내가 당신에게 빚진 빚을 갚을 수있을 것입니다.
dlga_lord_rescue_by_replace_offer_6:close_window|빨리 {s65}, 의복을 바꾸자. 당신이 여기서 멀었던 시간이 지났습니다.
dlga_lord_talk:lord_ask_pardon_after_oath_renounced|{s66}, 오래된 맹세를 {s4} (으)로 복원하고 싶습니다.
dlga_lord_ask_pardon_after_oath_renounced:lord_pretalk|{playername} 님이 결정하기에는 너무 큰 일입니다. {s4}를 찾아야합니다. 그러한 자만심만으로도 인정하거나 거부 할 수 있습니다.
dlga_lord_ask_pardon_after_oath_renounced:lord_ask_pardon_terms|{s11}.
dlga_lord_ask_pardon_terms:lord_pretalk|원하는대로 {s65}. 나는 당신의 판단을 받아 들일 것입니다.
dlga_lord_ask_pardon_terms:lord_pretalk.1|수치심, {s65}. 부끄러움.
dlga_lord_ask_pardon_terms:lord_pretalk.2|나도없이 가서 죽어라
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace|예, 준비되었습니다.
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected|다시 생각하면 안됩니다. 다시 당신의 서비스에 참여하고 싶지 않습니다.
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace.1|예, 나는 그 조건에 동의합니다.
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected.1|가격이 너무 높습니다 ({s65}). 거절해야합니다.
dlga_lord_ask_pardon_after_renounce_peace:lord_pretalk|우수한. {playername}은 (는) 귀하로부터 멀어졌지만 올바른 길로 돌아가는 길을 찾은 우리의 모든 마음을 기쁘게 생각합니다. 나는 이것으로 당신의 경의를 나에게 회복시킵니다. 내 서비스에서 명예 {reg63? man : warrior}로 다시 한 번 상승하십시오.
dlga_lord_ask_pardon_terms_rejected:close_window|그럼 내 시야에서 빠져 나와 배신자! 너와 함께하고 돌아 오지 마라!
dlga_lord_talk:lord_ask_pardon|{s4}와 평화를 이루고 싶습니다.
dlga_lord_ask_pardon:lord_pretalk|실제로 {playername}입니까? 그런 다음 칼로 넘어갑니다. 우리 모두에게 평화를주십시오.
dlga_lord_ask_pardon:lord_pretalk.1|{playername} 님, 귀하는 마스터가없는 {reg63? lord : lady}이며 귀하의 이름으로 토지를 보유하며 정당성 주장의 가장 작은 스크랩 만 가지고 있습니다. 펜 도르의 어떤 왕도 당신과의 영원한 평화를받지 않을 것입니다.
dlga_lord_ask_pardon:lord_pretalk.2|내가 유리하게 살 때 평화를 얻으십시오? 나는 그렇게 생각하지 않는다.
dlga_lord_ask_pardon:lord_pretalk.3|나는 그것이 평화를 이루기 위해 현재 관심있는 것으로 보지 않습니다.
dlga_lord_ask_pardon:lord_truce_offer|네 ... 당신과 싸우는 것이 지겹습니다. 40 일 휴전을 제안 할 수 있습니다. 당신이 당신의 말을 지키고 내 땅과 주제를 희롱하지 않으면 우리는 다시 이야기 할 수 있습니다 ...
dlga_lord_truce_offer:close_window|동의 함. 어쨌든 한동안 서로 전쟁을 멈추자.
dlga_lord_truce_offer:lord_pretalk|다시 생각하면, 그러한 협정은 내 관심사에 있지 않을 것입니다.
dlga_lord_ask_pardon:lord_ask_pardon_2|흠. 나는 {playername}의 용서를 준비하기 위해 상당한 영향력을 행사할 수 있지만, 당신을 적이라고 여기는 사람이 있습니다. 대체로 {s4}에서 친구를 사귀려면 {reg16} 디나르를 가져와야합니다.
dlga_lord_ask_pardon:lord_pretalk.4|나는 당신에게 아무것도 제공 할 입장이 없습니다. {s7}과 대화해야합니다.
dlga_lord_ask_pardon:lord_ask_pardon_2.1|네 ... 당신이나 당신의 추종자보다 걱정이 더 큽니다. 그러나, 당신은 나의 주제를 틀렸고, 틀린 것은 보상을 요구합니다. {reg16} 디나르의 합으로, 나는 당신에게 사면을 허락하기로 동의 할 수 있다고 생각합니다. 당신은 무엇을 말합니까?
dlga_lord_ask_pardon:lord_pretalk.5|미안 해요. 나는 당신에게 사면을 제공 할 입장이 없습니다
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_accept|돈이 있어요 {reg16} 디나르.
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_deny|나는 그렇게 많은 돈을 낼 수 없을까 걱정된다.
dlga_lord_ask_pardon_tribue_accept:close_window|훌륭합니다, {playername}. 나는 이것을 당신이 잘못한 사람들을 수정하기 위해 사용할 것이며, 당신이 더 이상 {s4}의 적이 아니라는 것을 알게 될 것입니다.
dlga_lord_ask_pardon_tribue_accept:close_window.1|훌륭합니다, {playername}. 나는 당신의 용서에 반대 할 수있는 깃털을 매끄럽게하기 위해 동전을 사용할 것이며, 당신이 더 이상 {s4}의 적이 아니라는 말이 곧 퍼질 것입니다.
dlga_lord_ask_pardon_tribue_deny:lord_pretalk|그러면 {playername}, 내가 할 수있는 일은 없습니다. 은도없고 용서도 없습니다.
dlga_lord_talk:lord_active_mission_1|네가 나에게 준 임무에 대해
dlga_lord_talk:lord_switch_to_spouse|우리 가정과 관련된 문제에 대해 이야기 해 봅시다.
dlga_lord_switch_to_spouse:lord_pretalk|아내의 집에있을 때까지 기다리십시오. 가정의 재고와 그와 같은 문제를 다루기가 어렵 기 때문입니다.
dlga_lord_switch_to_spouse:spouse_talk|확실히, 내 아내
dlga_lord_talk:lord_request_mission_ask|당신은 나를 위해 어떤 작업이 있습니까?
dlga_lord_talk:combined_political_quests|우리가이 영역에서 우리의 지위를 향상시키기 위해 협력 할 수 있다고 생각하십니까?
dlga_combined_political_quests:lord_pretalk|나는 당신과 나는 많은 상호 이익이 있다고 상상하지 않습니다.
dlga_combined_political_quests:lord_pretalk.1|흠 .. 아마도 우리는이 사안을 나중에보다 사적인 환경에서 논의 할 수있을 것입니다.
dlga_combined_political_quests:lord_pretalk.2|흠 ... 나는 생각이 있지만, 당신은 논쟁의 자유가 필요합니다. 우리 영역의 다른 군주들과 아무런 논쟁을하지 않고 시간을 기다렸다면 더 나아갈 수있을 것입니다.
dlga_lord_talk:lord_ask_resign_marshalship|마샬 쉽을 사임하고 싶습니다
dlga_lord_ask_resign_marshalship:lord_pretalk|그러면 그렇게 해. 다른 사람을 찾아야합니다.
dlga_lord_talk:lord_ask_enter_service|{s66}, 나는 당신에게 vassalage 내 칼을 제공하기 위해왔다!
dlga_lord_talk:lord_ask_enter_service.1|{s66}, 나는 당신의 맹세 {reg63? man : woman}가되어 당신의 명예를 위해 싸우고 싶습니다.
dlga_lord_talk:lord_ask_leave_service|{s66}, 맹세에서 해방되고 싶습니다.
dlga_lord_talk:lord_talk_preoffer|당신을위한 제안이 있습니다.
dlga_lord_talk:lord_give_troops|당신에게 군대를주고 싶습니다.
dlga_lord_give_troops:lord_pretalk|글쎄, 나는 좋은 군인들을 사용할 수 있었다. 감사합니다.
dlga_lord_talk:lord_give_troops_garrison|수비대를 강화하고 싶습니다
dlga_lord_give_troops_garrison:lord_pretalk|수비대는 훌륭한 병사들을 사용할 수 있습니다. 감사합니다.
dlga_lord_talk:companion_lord_trade|친애하는 친구, 당신의 장비를 보자.
dlga_companion_lord_trade:do_companion_lord_trade|아주, 여기 다 있습니다 ...
dlga_do_companion_lord_trade:lord_talk|내 다른 {reg63? King : Queen}?
dlga_lord_talk:view_companion_lord_char_requested|내 친구, 당신의 기술에 대해 무엇을 말해 줄 수 있습니까?
dlga_view_companion_lord_char_requested:do_companion_lord_view_char|알겠습니다.
dlga_do_companion_lord_view_char:lord_talk|다른 것, {reg63? Sire : Madame}?
dlga_lord_talk:lord_give_order_ask|당신을위한 새로운 임무가 있습니다.
dlga_lord_talk:lord_give_suggestion_ask|행동을 제안해도 될까요?
dlga_lord_give_order_ask:lord_give_order|예?
dlga_lord_give_suggestion_ask:lord_give_order|{reg63? sire : your Highness}의 지시에 따라 기꺼이 도와 드리겠습니다. 그러나 광범위한 캠페인을 지시하려는 경우 자신을 마샬로 선언 할 수도 있으므로 혼동 할 이유가 없습니다.
dlga_lord_give_suggestion_ask:lord_pretalk|사과드립니다. 조언을받을만큼 충분히 잘 모르겠습니다.
dlga_lord_give_suggestion_ask:lord_give_order.1|무엇입니까?
dlga_lord_give_order:lord_give_order_answer|따라와
dlga_lord_give_order:lord_give_order_answer.1|날 따라와 줄래? 난 계획을 가지고있어...
dlga_lord_give_order:lord_give_order_details_ask|이동...
dlga_lord_give_order:lord_give_order_details_ask.1|마을 주위에 습격 ...
dlga_lord_give_order:lord_give_order_details_ask.2|순찰
dlga_lord_give_order:lord_give_order_assault|여러분과 함께 {s11}을 사용할 수 있습니다. 당신은 즉시 공격해야합니다 ...
dlga_lord_give_order:lord_give_order_details_ask.3|우리는 공격을 받고 있지만 적을 격퇴 할 수 있습니다. 당신은 향해 향해 타고
dlga_lord_give_order:lord_give_order_details_ask.4|우리는 공격을 받고 있지만 적을 격퇴 할 수 있습니다. 당신은 군대를 조립하고 행진해야합니다 ...
dlga_lord_give_order_assault:lord_pretalk|{s4}가이 포위 공격을 지휘하고 있습니다. {reg4? 그녀 : him}에게 말씀해주십시오.
dlga_lord_give_order_assault:lord_pretalk.1|우리의 준비는 아직 준비되지 않았습니다. 다른 {s11}이 필요합니다
dlga_lord_give_order_assault:close_window|벽에 아주 잘!
dlga_lord_give_order:lord_give_order_details_ask.5|쉽게 가져갈 수있는 요새가 있습니다. 이동..
dlga_lord_give_order:lord_give_order_details_ask.6|적군이오고있다 방향으로 도망 ...
dlga_lord_give_order:lord_give_order_stop|한동안 당신이 필요하지 않습니다. 원하는대로 자유롭게 할 수 있습니다.
dlga_lord_give_order:lord_give_order_stop.1|더 이상 나와 동행 할 필요가 없습니다.
dlga_lord_give_order:lord_pretalk|신경 쓰지 마.
dlga_lord_give_order_details_ask:lord_pretalk|적을 바라 보지도 않고 꼬리를 돌리고 달리는 것은 나의 길이 아니다.
dlga_lord_give_order_details_ask:lord_pretalk.1|다른 사람들이 서서 지켜 보는 동안 요새 밖에서 피를 흘리기를 원하십니까? 나는 그렇게 생각하지 않는다.
dlga_lord_give_order_details_ask:lord_give_order_details|어디?
dlga_lord_give_order_details:lord_give_order_answer|{s1}
dlga_lord_give_order_details:lord_pretalk|신경 쓰지 마.
dlga_lord_give_order_stop:lord_pretalk|괜찮아. 나는 여기서 멈출 것이다.
dlga_lord_give_order_answer:lord_give_order|그다지 적절하지 않을 것입니다. 대신 나를 따르는 것이 더 적절할 것입니다. 다른 아이디어가 있습니까?
dlga_lord_give_order_answer:lord_pretalk|괜찮아. 내가 할게요. {s12}
dlga_lord_give_order_answer:lord_pretalk.1|미안 해요. 나는 지금 내 사업에 참석해야합니다.
dlga_lord_start:lord_talk.5|무엇입니까?
dlga_lord_talk:lord_give_order_call_to_arms_verify|새 캠페인을 시작하고 싶습니다. 여기서 군대를 모 읍시다.
dlga_lord_give_order_call_to_arms_verify:lord_give_order_call_to_arms_verify_2|모든 캠페인을 위해 모든 군주를 소환 하시겠습니까?
dlga_lord_give_order_call_to_arms_verify_2:lord_give_order_call_to_arms|예. 우리는 적을 향해 진군하기 전에 모든 힘을 모아야합니다.
dlga_lord_give_order_call_to_arms_verify_2:lord_pretalk|다시 생각하면 모든 사람을 소환 할 필요는 없습니다.
dlga_lord_give_order_call_to_arms:lord_pretalk|그럼 나는 메신저를 보내고 모든 사람들에게 이리 오라고 말할 것이다.
dlga_lord_talk:lord_give_order_disband_army_verify|캠페인을 끝내고 모든 사람이 집으로 돌아 오도록하고 싶습니다.
dlga_lord_give_order_disband_army_verify:lord_give_order_disband_army_2|현재 캠페인을 끝내고 모든 군주를 의무에서 풀고 싶습니까?
dlga_lord_give_order_disband_army_2:lord_give_order_disband_army|예. 우리는 더 이상 여기에 모든 힘이 필요하지 않습니다.
dlga_lord_give_order_disband_army_2:lord_pretalk|다시 생각하면, 지금 같이있는 것이 좋습니다.
dlga_lord_give_order_disband_army:lord_pretalk|괜찮아. 나는 모두에게 그들이 의무에서 풀려났다는 것을 알릴 것이다.
dlga_lord_talk:lord_talk_ask_something|나는 당신에게 무언가를 묻고 싶습니다.
dlga_lord_talk_ask_something:lord_talk_ask_something_2|찬성? 무엇입니까?
dlga_lord_talk_ask_something_again:lord_talk_ask_something_2|다른 것이 있습니까?
dlga_lord_talk_ask_something_2:ask_companions_for_unique_troops|나는 좋은 군인을 찾고 있습니다. 어떻게 든 나를 도울 수 있습니까?
dlga_ask_companions_for_unique_troops:close_window|불행히도 지금은 아니지만 다음 주에 언제라도 다시 물어보십시오.
dlga_ask_companions_for_unique_troops:close_window.1|할 수는 있지만 파티에 공간이 없습니다.
dlga_ask_companions_for_unique_troops:ask_companions_for_unique_troops_2|{reg63? Sire : Madame}, 도와 드릴 수 있습니다. ^^ 얼마 전, 나는 우리의 계급에 합류하도록 설득 할 수있는 여러 {s0}을 발견했습니다. {reg37} 디나르에게 알려 주시면 그들이 우리와 동행 할 수있는 충분한 동기를 갖게 될 것입니다. 제안을 할 위치를 설정하고 곧 다시 만나겠습니다. 군인들은 좋은 동전에 저항하는 데 어려움을 겪고 있습니다. ^^ 내 계획에 대해 어떻게 생각하세요?
dlga_ask_companions_for_unique_troops_2:close_window|조금 비싸지 만 제안에 응할 것입니다. 동전을 가져 가라.
dlga_ask_companions_for_unique_troops_2:close_window.1|당신의 계획은 합리적으로 들리지만, 나는이 많은 디나르를 사용하고 싶지 않습니다.
dlga_ask_companions_for_unique_troops_2:close_window.2|너무 많이입니다!
dlga_lord_talk_ask_something_2:lord_talk_ask_location|누군가의 위치를 알고 싶습니다.
dlga_lord_talk_ask_something_2:lord_tell_news|이벤트 나 뉴스를 말씀해 주시겠습니까?
dlga_lord_tell_news:lord_pretalk|{s4}
dlga_lord_talk_ask_something_2:lord_tell_objective|당신과 당신의 남자들은 무엇을하고 있습니까?
dlga_lord_talk_ask_something_2:lord_talk_ask_about_strategy|영역은 무엇을하고 있습니까?
dlga_lord_talk_ask_about_strategy:lord_pretalk|당신은 마샬처럼 결정해야합니다.
dlga_lord_talk_ask_something_2:lord_talk_ask_about_war|전쟁은 어떻습니까?
dlga_lord_talk_ask_something_2:lord_ask_exchange_fiefs|Fief를 교환 하시겠습니까?
dlga_lord_ask_exchange_fiefs:lord_select_his_fief|때에 따라 다르지. 내 소지 중 어느 쪽을 원하십니까?
dlga_lord_select_his_fief:lord_pretalk|신경 쓰지 마.
dlga_lord_select_his_fief:lord_respond_exchange_fiefs_his_fief|{s13}
dlga_lord_respond_exchange_fiefs_his_fief:lord_select_my_fief|따라서 {s13}입니다. 흥미 롭군 근데 나 한테 무슨 대가를 줄래?
dlga_lord_select_my_fief:lord_pretalk|신경 쓰지 마.
dlga_lord_select_my_fief:lord_respond_exchange_fiefs_my_fief|{s12}
dlga_lord_respond_exchange_fiefs_my_fief:lord_agree_or_not_to_fief_exchange|흠. 당신의 제안은 저에게 꼭 도움이되지는 않습니다. 그러나 본인은 본인의 선의의 표시로 이에 동의하지만, 귀하가 {reg26} 디나르에게 내 손실을 적어도 부분적으로 보상하기 위해 지불하는 경우에만 동의합니다.
dlga_lord_respond_exchange_fiefs_my_fief:lord_agree_or_not_to_fief_exchange.1|좋습니다, {playername}. 당신의 제안은 충분히 합리적으로 들립니다. 이게 거래인가요?
dlga_lord_respond_exchange_fiefs_my_fief:lord_agree_or_not_to_fief_exchange.2|{playername}의 훌륭한 제안입니다! {s11}
dlga_lord_agree_or_not_to_fief_exchange:lord_confirm_exchange_fiefs|거래!
